store_id,sku_id,stock_on_hand,reorder_point,safety_stock,last_restock_date
ST07,SKU04729,223,43,12,2025-05-30
ST19,SKU04554,425,98,22,2025-08-28
ST10,SKU05000,137,35,9,2025-06-15
ST17,SKU03727,0,80,32,2025-09-07
ST10,SKU04771,297,75,25,2025-06-18
ST06,SKU03043,133,40,8,2025-06-04
ST16,SKU01287,329,62,23,2025-06-13
ST26,SKU02500,167,49,18,2025-06-16
ST05,SKU03609,244,80,35,2025-07-27
ST12,SKU00350,122,25,9,2025-07-01
ST24,SKU03622,0,78,30,2025-08-24
ST29,SKU01751,0,30,12,2025-10-09
ST08,SKU00645,231,48,20,2025-07-14
ST25,SKU04261,394,92,22,2025-05-25
ST30,SKU04605,420,100,30,2025-05-09
ST18,SKU01104,148,42,15,2025-07-26
ST16,SKU00240,424,94,21,2025-06-20
ST21,SKU02570,331,88,18,2025-06-27
ST02,SKU00305,329,56,11,2025-06-06
ST21,SKU00584,206,41,14,2025-06-22
ST12,SKU03504,202,48,19,2025-05-12
ST17,SKU03848,219,43,12,2025-08-01
ST18,SKU02501,291,55,13,2025-08-20
ST09,SKU00466,403,92,22,2025-07-27
ST20,SKU00066,175,31,7,2025-08-17
ST30,SKU04726,480,88,21,2025-07-04
ST16,SKU04791,359,68,30,2025-05-27
ST16,SKU02576,318,74,29,2025-05-28
ST23,SKU01303,483,95,29,2025-05-10
ST17,SKU01754,291,60,18,2025-06-23
ST03,SKU03805,179,35,16,2025-05-13
ST15,SKU00890,248,57,22,2025-05-13
ST20,SKU03220,399,77,19,2025-08-29
ST06,SKU01070,219,56,26,2025-05-22
ST23,SKU02471,311,69,28,2025-07-24
ST02,SKU03580,401,86,23,2025-08-22
ST19,SKU03749,139,33,15,2025-08-12
ST05,SKU03851,0,71,23,2025-09-12
ST19,SKU03520,355,60,29,2025-06-23
ST22,SKU03266,219,52,22,2025-05-17
ST12,SKU00363,0,99,28,2025-08-29
ST10,SKU01751,0,41,18,2025-08-13
ST10,SKU03966,166,44,12,2025-05-10
ST24,SKU03864,242,73,33,2025-05-07
ST20,SKU04388,427,97,29,2025-05-25
ST27,SKU03115,330,71,28,2025-09-02
ST30,SKU04847,0,60,16,2025-09-07
ST02,SKU02533,113,21,8,2025-07-22
ST15,SKU02997,460,94,25,2025-07-28
ST08,SKU04041,0,74,17,2025-08-27
ST18,SKU04729,371,97,25,2025-08-28
ST30,SKU03800,0,36,16,2025-09-20
ST18,SKU02514,181,49,12,2025-07-31
ST08,SKU02055,512,99,42,2025-06-01
ST07,SKU01830,263,79,37,2025-08-31
ST17,SKU03043,409,77,22,2025-06-23
ST29,SKU02114,273,73,33,2025-05-15
ST01,SKU00066,149,42,12,2025-08-19
ST20,SKU00079,0,66,20,2025-09-23
ST30,SKU00538,0,24,11,2025-09-30
ST04,SKU01303,128,38,15,2025-08-16
ST19,SKU00608,285,63,23,2025-06-04
ST22,SKU02340,0,66,15,2025-09-07
ST24,SKU02938,204,59,29,2025-08-24
ST08,SKU02176,0,28,6,2025-10-12
ST01,SKU03220,262,80,28,2025-07-06
ST13,SKU02520,323,79,34,2025-05-13
ST13,SKU00305,180,53,18,2025-06-11
ST18,SKU00649,489,95,21,2025-05-25
ST04,SKU02700,176,30,13,2025-08-27
ST04,SKU02471,253,44,21,2025-06-15
ST23,SKU00498,274,56,26,2025-06-06
ST16,SKU01542,191,54,23,2025-07-01
ST02,SKU03822,114,34,11,2025-06-15
ST05,SKU03864,183,43,13,2025-06-21
ST19,SKU01547,0,46,13,2025-09-18
ST05,SKU01649,175,52,23,2025-08-05
ST01,SKU04388,261,44,9,2025-08-05
ST18,SKU03803,187,49,19,2025-08-18
ST20,SKU04401,217,65,15,2025-06-29
ST08,SKU03115,592,99,39,2025-07-05
ST14,SKU02112,283,86,17,2025-07-11
ST16,SKU02710,95,21,4,2025-05-29
ST19,SKU00500,0,54,24,2025-08-11
ST20,SKU03583,250,75,26,2025-08-29
ST30,SKU01827,279,69,28,2025-07-03
ST21,SKU04222,334,82,31,2025-07-24
ST09,SKU00721,247,48,21,2025-06-09
ST26,SKU03105,162,33,16,2025-05-21
ST26,SKU00890,116,34,8,2025-06-23
ST10,SKU04329,0,62,21,2025-08-29
ST22,SKU01414,0,28,10,2025-09-26
ST05,SKU01770,254,46,13,2025-07-03
ST10,SKU02114,269,87,31,2025-07-02
ST13,SKU03580,132,37,9,2025-06-21
ST01,SKU00079,0,87,42,2025-09-08
ST11,SKU00501,245,50,13,2025-08-09
ST05,SKU02938,153,35,15,2025-06-07
ST29,SKU03295,174,31,8,2025-07-22
ST13,SKU02533,117,24,7,2025-07-08
ST06,SKU03311,252,82,37,2025-05-29
ST23,SKU04941,102,20,9,2025-07-07
ST21,SKU02128,65,21,5,2025-07-26
ST04,SKU00498,429,87,26,2025-05-15
ST28,SKU00855,312,81,29,2025-07-04
ST26,SKU02997,90,25,11,2025-06-25
ST17,SKU03177,135,26,6,2025-06-05
ST29,SKU00262,237,70,22,2025-05-31
ST10,SKU00020,0,55,25,2025-08-16
ST08,SKU01371,0,23,10,2025-09-23
ST20,SKU02657,0,41,9,2025-09-21
ST25,SKU04987,302,60,22,2025-07-18
ST18,SKU01830,413,71,29,2025-08-28
ST20,SKU04643,249,65,27,2025-07-02
ST29,SKU03416,326,98,37,2025-07-31
ST26,SKU03347,136,40,13,2025-07-13
ST28,SKU00976,0,36,17,2025-08-16
ST02,SKU01970,415,77,25,2025-05-19
ST12,SKU02954,0,72,22,2025-09-08
ST18,SKU04166,0,81,27,2025-08-28
ST13,SKU03822,322,59,27,2025-06-28
ST15,SKU02205,347,68,23,2025-08-09
ST27,SKU03491,252,83,34,2025-06-07
ST07,SKU01038,198,65,27,2025-05-15
ST05,SKU00965,349,64,26,2025-08-22
ST27,SKU04888,194,55,23,2025-08-25
ST08,SKU00445,0,58,18,2025-09-14
ST11,SKU01911,277,48,10,2025-07-08
ST04,SKU04941,509,85,36,2025-06-06
ST14,SKU03414,192,41,15,2025-05-28
ST21,SKU00155,534,97,46,2025-07-21
ST09,SKU00855,116,31,13,2025-05-24
ST17,SKU01433,398,96,21,2025-08-26
ST03,SKU03484,524,98,40,2025-07-02
ST10,SKU00262,165,28,8,2025-05-15
ST01,SKU02657,0,79,39,2025-09-16
ST25,SKU03014,381,93,33,2025-07-22
ST25,SKU05000,158,33,11,2025-09-02
ST28,SKU00050,0,71,24,2025-09-09
ST02,SKU03030,0,86,23,2025-09-26
ST19,SKU03199,0,95,31,2025-08-08
ST10,SKU03416,544,93,30,2025-05-21
ST22,SKU00501,427,77,36,2025-07-15
ST27,SKU02794,220,38,8,2025-07-18
ST30,SKU04526,194,35,14,2025-06-18
ST16,SKU04362,0,98,30,2025-08-24
ST11,SKU01803,301,80,26,2025-07-07
ST23,SKU03089,237,43,21,2025-06-05
ST23,SKU00874,185,31,10,2025-07-19
ST09,SKU00976,0,22,10,2025-09-02
ST24,SKU02267,231,58,26,2025-05-16
ST19,SKU03320,212,59,20,2025-05-25
ST07,SKU03266,177,33,16,2025-06-29
ST27,SKU02915,169,33,12,2025-07-26
ST27,SKU04901,437,77,36,2025-06-30
ST23,SKU03210,179,40,14,2025-05-22
ST02,SKU04319,264,51,24,2025-05-21
ST05,SKU02375,220,44,21,2025-08-23
ST15,SKU04783,0,100,28,2025-09-03
ST13,SKU01970,75,20,7,2025-05-18
ST16,SKU03436,412,77,38,2025-07-15
ST09,SKU00050,0,63,22,2025-09-24
ST19,SKU03441,432,96,35,2025-07-10
ST03,SKU04665,152,27,5,2025-08-12
ST27,SKU03036,508,99,33,2025-07-25
ST08,SKU02794,185,59,13,2025-08-07
ST27,SKU00821,417,87,39,2025-05-09
ST25,SKU02209,148,30,15,2025-06-12
ST27,SKU00592,271,72,16,2025-07-19
ST18,SKU01038,352,93,32,2025-08-19
ST04,SKU03089,412,69,19,2025-06-07
ST26,SKU03602,94,30,13,2025-08-25
ST07,SKU02340,0,62,24,2025-09-12
ST10,SKU02840,0,24,6,2025-09-12
ST22,SKU01911,145,41,13,2025-07-08
ST29,SKU00638,233,59,27,2025-05-12
ST30,SKU03492,438,81,37,2025-07-01
ST09,SKU02386,127,22,10,2025-07-08
ST07,SKU03737,206,44,18,2025-07-22
ST19,SKU03562,351,61,17,2025-08-17
ST13,SKU03259,0,45,13,2025-08-27
ST08,SKU02915,133,28,13,2025-08-05
ST08,SKU04901,252,76,21,2025-06-15
ST06,SKU01822,355,67,18,2025-06-26
ST04,SKU03210,331,64,30,2025-08-19
ST11,SKU04152,184,32,9,2025-06-29
ST09,SKU01339,474,85,34,2025-05-16
ST22,SKU01803,428,75,18,2025-08-28
ST09,SKU00521,296,52,15,2025-06-30
ST11,SKU03105,449,90,37,2025-05-24
ST06,SKU00775,394,69,32,2025-07-31
ST21,SKU01578,0,51,10,2025-09-18
ST28,SKU02520,183,40,11,2025-08-08
ST07,SKU01643,200,34,17,2025-08-13
ST07,SKU01414,0,78,27,2025-08-17
ST29,SKU04142,413,97,41,2025-08-23
ST10,SKU01685,0,60,28,2025-08-15
ST03,SKU02692,0,63,14,2025-08-25
ST01,SKU02094,82,21,6,2025-06-13
ST08,SKU00821,97,32,13,2025-07-14
ST08,SKU03036,484,83,17,2025-08-05
ST27,SKU01063,299,93,32,2025-05-29
ST14,SKU04019,195,33,8,2025-05-07
ST16,SKU00416,0,66,28,2025-09-20
ST07,SKU04797,172,40,20,2025-07-21
ST10,SKU00638,335,87,19,2025-08-12
ST13,SKU02333,0,82,30,2025-09-27
ST08,SKU03975,349,87,22,2025-05-16
ST27,SKU04217,117,38,16,2025-07-06
ST03,SKU01645,130,29,13,2025-08-05
ST23,SKU02526,0,46,22,2025-10-02
ST28,SKU04856,175,33,8,2025-05-13
ST02,SKU01191,228,43,10,2025-06-15
ST20,SKU04443,84,22,8,2025-08-26
ST30,SKU04902,116,34,13,2025-06-26
ST04,SKU01466,0,42,20,2025-08-23
ST06,SKU02064,178,42,14,2025-08-07
ST14,SKU01696,318,85,42,2025-08-24
ST17,SKU04145,207,41,13,2025-08-28
ST03,SKU01766,375,76,29,2025-08-17
ST15,SKU00837,388,93,27,2025-08-04
ST23,SKU04633,0,70,19,2025-08-12
ST04,SKU00190,0,65,25,2025-09-11
ST14,SKU00649,427,81,34,2025-05-27
ST17,SKU00654,135,31,10,2025-08-14
ST08,SKU01063,299,59,14,2025-08-06
ST18,SKU03737,364,86,30,2025-05-15
ST25,SKU04679,229,40,13,2025-07-01
ST14,SKU04032,0,59,18,2025-08-23
ST12,SKU03693,0,23,10,2025-09-19
ST03,SKU04102,386,70,25,2025-05-31
ST29,SKU03108,115,24,10,2025-07-23
ST17,SKU01822,212,43,12,2025-05-10
ST18,SKU04905,97,21,5,2025-05-22
ST15,SKU00958,278,65,16,2025-06-11
ST08,SKU04217,328,62,20,2025-08-02
ST06,SKU03353,0,72,28,2025-08-16
ST16,SKU03812,0,83,34,2025-10-03
ST09,SKU04856,223,47,11,2025-07-07
ST02,SKU01433,199,38,9,2025-05-12
ST24,SKU03932,286,89,35,2025-06-30
ST29,SKU00075,378,81,38,2025-08-01
ST17,SKU00775,275,85,36,2025-06-10
ST01,SKU04443,240,59,27,2025-07-18
ST03,SKU02826,0,80,21,2025-09-07
ST18,SKU01643,233,55,26,2025-05-22
ST06,SKU04292,131,32,10,2025-07-18
ST11,SKU02421,90,20,7,2025-07-08
ST14,SKU04153,149,49,23,2025-05-07
ST16,SKU00550,275,46,12,2025-07-12
ST27,SKU04580,72,21,10,2025-06-03
ST20,SKU01423,178,54,25,2025-07-23
ST13,SKU04453,0,52,11,2025-08-30
ST25,SKU01538,404,95,40,2025-08-19
ST04,SKU04633,0,51,23,2025-09-11
ST24,SKU04053,329,86,33,2025-05-22
ST15,SKU02247,0,34,12,2025-08-24
ST08,SKU03291,305,80,33,2025-08-30
ST27,SKU01318,364,66,17,2025-08-31
ST13,SKU01420,0,31,13,2025-09-10
ST03,SKU00732,248,43,18,2025-05-28
ST02,SKU02722,323,93,43,2025-06-08
ST24,SKU03235,429,99,43,2025-07-02
ST17,SKU02064,172,40,11,2025-08-01
ST03,SKU02129,244,43,14,2025-06-24
ST16,SKU04054,405,72,35,2025-05-11
ST04,SKU02768,260,46,23,2025-08-14
ST04,SKU00553,215,62,23,2025-06-17
ST11,SKU01495,140,30,10,2025-07-09
ST02,SKU01675,105,28,8,2025-06-02
ST10,SKU04505,290,79,31,2025-08-27
ST29,SKU00317,168,40,13,2025-07-02
ST10,SKU00075,301,68,31,2025-08-15
ST22,SKU03347,92,29,9,2025-06-19
ST15,SKU02368,0,41,19,2025-09-06
ST30,SKU03171,0,82,41,2025-09-09
ST12,SKU02070,170,45,22,2025-07-06
ST03,SKU04236,303,55,24,2025-08-15
ST08,SKU04580,124,36,14,2025-05-25
ST18,SKU03053,0,89,21,2025-08-31
ST08,SKU00150,144,35,12,2025-05-18
ST26,SKU03173,346,85,42,2025-08-08
ST10,SKU04626,0,40,14,2025-08-06
ST12,SKU01023,383,95,40,2025-07-03
ST05,SKU04053,385,90,21,2025-08-21
ST15,SKU04475,450,78,38,2025-08-15
ST30,SKU03292,0,21,10,2025-10-09
ST01,SKU00376,0,68,17,2025-10-05
ST27,SKU03546,0,30,8,2025-09-19
ST03,SKU00974,0,55,18,2025-09-29
ST20,SKU00389,104,31,13,2025-06-07
ST08,SKU01318,158,36,15,2025-05-27
ST04,SKU03828,282,71,24,2025-05-21
ST02,SKU02964,440,100,43,2025-07-25
ST02,SKU00749,509,91,41,2025-09-02
ST05,SKU03235,174,29,10,2025-05-29
ST29,SKU03592,189,44,20,2025-08-07
ST17,SKU04292,345,86,26,2025-05-23
ST22,SKU02421,308,53,14,2025-05-15
ST27,SKU02728,296,98,28,2025-06-24
ST15,SKU03428,139,33,7,2025-07-26
ST03,SKU02142,329,77,19,2025-06-09
ST10,SKU00317,187,38,12,2025-06-01
ST29,SKU00330,299,53,21,2025-05-27
ST25,SKU02840,0,57,13,2025-10-05
ST23,SKU04191,0,85,24,2025-08-04
ST16,SKU01034,505,90,33,2025-06-24
ST19,SKU03254,73,22,5,2025-08-18
ST30,SKU04352,486,85,25,2025-08-31
ST21,SKU04532,514,86,23,2025-06-19
ST23,SKU00929,0,69,18,2025-08-25
ST28,SKU03259,0,46,10,2025-08-10
ST21,SKU00331,344,64,31,2025-08-29
ST26,SKU01200,386,87,42,2025-08-14
ST07,SKU00167,228,72,25,2025-08-08
ST12,SKU03251,148,41,14,2025-08-11
ST29,SKU04652,312,53,11,2025-05-06
ST01,SKU02833,0,96,27,2025-09-18
ST15,SKU00516,275,51,22,2025-06-23
ST22,SKU01495,163,41,19,2025-08-01
ST15,SKU04717,222,65,28,2025-06-11
ST13,SKU01675,364,86,29,2025-05-22
ST09,SKU04414,101,24,9,2025-06-15
ST14,SKU02543,0,86,27,2025-10-05
ST14,SKU00328,0,93,35,2025-09-08
ST26,SKU02368,0,77,21,2025-10-05
ST19,SKU03375,341,66,30,2025-06-02
ST22,SKU02892,0,95,29,2025-08-17
ST10,SKU03592,305,65,22,2025-08-26
ST08,SKU02728,254,43,19,2025-08-02
ST03,SKU00169,0,54,26,2025-10-02
ST11,SKU04194,573,98,24,2025-07-21
ST28,SKU03609,342,90,21,2025-07-24
ST21,SKU04653,256,57,23,2025-08-21
ST16,SKU02094,148,27,8,2025-06-07
ST23,SKU03036,227,64,13,2025-05-11
ST02,SKU04145,242,63,24,2025-05-08
ST03,SKU01337,425,94,25,2025-07-18
ST04,SKU02205,156,46,19,2025-08-18
ST04,SKU04191,0,79,36,2025-08-18
ST28,SKU02333,0,38,14,2025-09-19
ST02,SKU01112,164,37,16,2025-06-14
ST26,SKU04475,341,86,29,2025-07-29
ST24,SKU01396,352,71,16,2025-08-25
ST03,SKU04491,397,80,25,2025-06-29
ST13,SKU00978,345,89,38,2025-08-31
ST25,SKU04250,281,75,18,2025-07-14
ST13,SKU02964,228,72,21,2025-07-20
ST11,SKU04315,0,33,15,2025-08-04
ST13,SKU00749,338,77,29,2025-07-09
ST14,SKU03603,446,77,17,2025-08-02
ST26,SKU03428,118,26,10,2025-08-07
ST19,SKU02449,0,47,11,2025-10-05
ST17,SKU03837,232,62,21,2025-07-23
ST12,SKU03493,294,71,25,2025-06-15
ST29,SKU04894,212,49,17,2025-05-17
ST01,SKU00860,237,62,14,2025-07-10
ST01,SKU00631,200,55,21,2025-07-10
ST23,SKU04554,241,43,14,2025-06-14
ST28,SKU02683,0,73,30,2025-08-08
ST21,SKU03727,0,53,23,2025-09-17
ST14,SKU04771,530,89,27,2025-05-26
ST26,SKU02381,0,52,18,2025-08-19
ST03,SKU04612,371,76,29,2025-08-21
ST25,SKU00170,188,61,26,2025-05-08
ST30,SKU02500,227,39,12,2025-06-30
ST16,SKU04551,0,85,31,2025-09-04
ST09,SKU03609,227,50,22,2025-08-10
ST06,SKU03863,347,59,20,2025-09-01
ST02,SKU02401,0,66,17,2025-08-11
ST23,SKU01063,384,96,26,2025-06-06
ST28,SKU01407,144,28,6,2025-07-27
ST02,SKU00186,288,56,23,2025-07-10
ST19,SKU00355,183,52,13,2025-08-05
ST22,SKU04073,499,85,26,2025-08-07
ST13,SKU00052,232,59,17,2025-07-23
ST13,SKU02038,206,54,12,2025-06-18
ST18,SKU00167,172,52,24,2025-07-04
ST06,SKU00830,0,66,18,2025-08-28
ST16,SKU03504,96,22,5,2025-06-02
ST21,SKU03848,262,44,18,2025-08-27
ST14,SKU00691,132,24,7,2025-05-24
ST11,SKU01174,398,96,24,2025-06-30
ST26,SKU00516,460,87,33,2025-08-25
ST24,SKU03624,181,55,23,2025-06-16
ST29,SKU03968,266,49,12,2025-05-31
ST03,SKU00532,211,39,9,2025-05-09
ST13,SKU00991,340,85,32,2025-05-23
ST30,SKU04607,274,66,14,2025-05-29
ST28,SKU03743,0,100,23,2025-08-04
ST02,SKU04508,0,74,19,2025-08-11
ST19,SKU02462,0,26,6,2025-08-29
ST22,SKU04194,328,80,26,2025-08-24
ST10,SKU04894,133,28,11,2025-08-16
ST29,SKU00935,142,28,9,2025-08-31
ST29,SKU03150,221,47,21,2025-07-26
ST27,SKU02057,111,31,11,2025-08-14
ST09,SKU02683,0,66,29,2025-08-13
ST21,SKU01754,179,41,16,2025-08-27
ST21,SKU03740,250,42,10,2025-05-11
ST07,SKU03805,343,62,31,2025-05-11
ST29,SKU01874,157,29,9,2025-06-23
ST03,SKU04854,281,51,17,2025-05-11
ST15,SKU01939,326,84,40,2025-05-16
ST08,SKU02983,0,99,33,2025-08-05
ST03,SKU02639,325,74,20,2025-07-03
ST06,SKU04334,332,95,28,2025-06-25
ST23,SKU03520,492,100,24,2025-06-06
ST14,SKU03966,151,30,8,2025-05-27
ST16,SKU00363,0,21,8,2025-10-03
ST14,SKU01751,0,22,11,2025-08-12
ST09,SKU01407,285,83,33,2025-07-22
ST28,SKU03864,355,84,38,2025-07-02
ST05,SKU00699,179,57,17,2025-06-27
ST24,SKU04913,0,81,31,2025-09-07
ST22,SKU04315,0,46,9,2025-08-15
ST12,SKU03627,296,79,23,2025-07-10
ST03,SKU03807,525,88,18,2025-05-10
ST03,SKU01592,415,84,35,2025-06-07
ST06,SKU03058,238,47,21,2025-07-26
ST09,SKU00589,319,85,32,2025-06-20
ST26,SKU00758,220,62,16,2025-07-07
ST24,SKU01880,297,54,13,2025-08-27
ST10,SKU03968,322,80,17,2025-07-13
ST03,SKU00774,0,47,19,2025-09-24
ST15,SKU04046,0,21,6,2025-09-19
ST25,SKU02519,314,95,47,2025-06-19
ST30,SKU04849,333,56,23,2025-07-09
ST25,SKU04505,499,87,36,2025-05-29
ST11,SKU00369,0,91,23,2025-08-15
ST16,SKU00484,0,27,8,2025-09-28
ST12,SKU01762,251,54,22,2025-06-05
ST19,SKU04690,267,48,15,2025-07-31
ST10,SKU03150,240,44,15,2025-07-16
ST10,SKU00935,76,20,8,2025-08-29
ST22,SKU02221,222,53,17,2025-07-06
ST15,SKU02999,157,45,14,2025-08-08
ST08,SKU02057,258,45,18,2025-06-19
ST13,SKU00186,247,77,27,2025-08-05
ST11,SKU03523,520,98,23,2025-07-17
ST23,SKU00608,173,40,18,2025-05-17
ST06,SKU03179,312,86,31,2025-05-13
ST10,SKU04318,0,29,14,2025-08-23
ST22,SKU01174,541,95,28,2025-07-13
ST25,SKU02640,0,32,12,2025-08-07
ST27,SKU01023,338,74,28,2025-06-02
ST28,SKU04106,129,30,13,2025-07-09
ST04,SKU03520,118,39,19,2025-08-21
ST23,SKU01547,0,45,15,2025-10-03
ST09,SKU03864,146,35,12,2025-08-29
ST26,SKU01818,288,69,24,2025-05-16
ST24,SKU00954,287,58,14,2025-07-05
ST29,SKU03284,112,20,9,2025-07-15
ST22,SKU00127,481,87,19,2025-07-13
ST10,SKU02224,351,84,37,2025-07-30
ST12,SKU02822,341,60,26,2025-09-01
ST05,SKU01880,136,23,11,2025-08-10
ST29,SKU00251,228,38,12,2025-07-23
ST15,SKU02302,441,91,32,2025-08-16
ST30,SKU03105,190,36,18,2025-05-31
ST25,SKU04747,314,92,30,2025-05-25
ST30,SKU00890,101,22,6,2025-07-26
ST04,SKU03870,0,53,14,2025-10-11
ST18,SKU03805,156,45,10,2025-07-17
ST06,SKU02253,256,52,15,2025-05-24
ST14,SKU04329,0,63,26,2025-09-09
ST25,SKU00546,178,49,15,2025-05-22
ST09,SKU01770,120,27,11,2025-08-26
ST26,SKU04154,0,53,13,2025-09-21
ST21,SKU01070,441,78,25,2025-07-01
ST14,SKU02114,233,40,10,2025-07-05
ST07,SKU00906,372,88,36,2025-05-23
ST07,SKU02892,0,70,30,2025-08-26
ST19,SKU02946,237,60,24,2025-08-21
ST17,SKU04334,451,85,19,2025-06-13
ST24,SKU01075,358,84,37,2025-08-29
ST20,SKU01370,0,37,15,2025-08-04
ST28,SKU00965,455,89,41,2025-05-17
ST17,SKU03058,190,58,27,2025-06-01
ST20,SKU04753,177,40,16,2025-07-30
ST15,SKU04409,361,86,35,2025-08-09
ST30,SKU02997,229,55,21,2025-05-23
ST11,SKU02718,284,51,21,2025-08-24
ST09,SKU04106,224,45,13,2025-05-11
ST21,SKU01191,267,52,21,2025-07-09
ST16,SKU02833,0,60,28,2025-09-02
ST04,SKU01547,0,71,20,2025-10-01
ST21,SKU03177,304,87,28,2025-07-21
ST22,SKU02584,158,52,17,2025-06-11
ST22,SKU00369,0,64,25,2025-10-01
ST22,SKU02355,0,81,32,2025-09-27
ST03,SKU00090,197,49,20,2025-06-06
ST02,SKU03837,337,84,20,2025-06-23
ST10,SKU00251,159,43,20,2025-05-20
ST22,SKU03523,200,39,10,2025-08-27
ST29,SKU00264,0,43,12,2025-09-30
ST17,SKU03179,308,84,32,2025-06-14
ST13,SKU01717,311,74,28,2025-06-18
ST25,SKU00788,135,41,10,2025-06-06
ST14,SKU04571,0,68,20,2025-10-11
ST16,SKU02954,0,62,27,2025-08-25
ST03,SKU04412,318,70,25,2025-08-22
ST08,SKU02541,495,85,41,2025-05-13
ST01,SKU01370,0,43,15,2025-08-21
ST11,SKU01792,313,93,29,2025-07-07
ST28,SKU00978,411,91,37,2025-06-03
ST08,SKU03709,283,66,25,2025-05-11
ST01,SKU04753,410,85,31,2025-05-06
ST20,SKU02780,149,28,8,2025-09-01
ST01,SKU02538,0,60,20,2025-09-05
ST27,SKU01507,0,70,14,2025-09-24
ST06,SKU04831,105,32,9,2025-06-21
ST06,SKU00401,411,75,16,2025-06-26
ST16,SKU00860,158,31,15,2025-06-29
ST26,SKU02302,504,87,28,2025-08-23
ST14,SKU00262,409,91,45,2025-08-12
ST17,SKU02253,94,21,7,2025-06-09
ST08,SKU02662,94,29,7,2025-05-12
ST15,SKU03375,298,62,26,2025-07-15
ST18,SKU00906,296,57,22,2025-07-11
ST10,SKU00264,0,55,21,2025-09-10
ST20,SKU04887,400,80,39,2025-08-03
ST25,SKU01030,0,81,37,2025-09-25
ST15,SKU00342,138,28,11,2025-05-07
ST03,SKU03257,164,41,13,2025-05-11
ST06,SKU02737,0,48,22,2025-09-20
ST28,SKU02267,310,97,34,2025-05-29
ST21,SKU03311,70,21,10,2025-05-21
ST28,SKU00052,292,62,13,2025-09-02
ST02,SKU01046,76,24,11,2025-05-08
ST22,SKU00732,132,40,10,2025-07-10
ST19,SKU00986,205,41,15,2025-06-12
ST29,SKU01674,155,38,15,2025-06-05
ST22,SKU02718,411,94,39,2025-05-28
ST03,SKU04654,382,66,27,2025-05-13
ST20,SKU01854,422,86,28,2025-05-19
ST11,SKU01805,185,43,14,2025-06-23
ST29,SKU02842,258,49,22,2025-06-10
ST01,SKU02780,260,44,17,2025-06-21
ST08,SKU01507,0,85,29,2025-08-06
ST06,SKU02858,0,90,22,2025-08-21
ST11,SKU00987,583,100,31,2025-07-26
ST09,SKU02375,125,40,14,2025-07-07
ST11,SKU00758,150,31,15,2025-08-13
ST02,SKU01167,117,27,9,2025-07-17
ST17,SKU04710,0,38,8,2025-08-23
ST11,SKU02155,0,33,8,2025-09-25
ST04,SKU03199,0,99,26,2025-09-24
ST30,SKU02205,431,85,21,2025-07-09
ST21,SKU02614,0,60,18,2025-08-12
ST19,SKU04261,360,70,22,2025-06-14
ST24,SKU04605,112,32,12,2025-08-25
ST10,SKU00506,0,91,23,2025-09-20
ST22,SKU01792,257,49,11,2025-06-27
ST12,SKU01104,548,100,49,2025-08-30
ST01,SKU04887,149,27,12,2025-08-27
ST06,SKU00535,306,81,23,2025-06-13
ST09,SKU02267,310,60,23,2025-06-14
ST12,SKU02501,166,52,26,2025-07-24
ST17,SKU04831,463,91,21,2025-06-12
ST12,SKU00286,0,54,26,2025-08-16
ST10,SKU01674,146,27,11,2025-05-30
ST17,SKU00401,199,36,10,2025-07-08
ST03,SKU00466,204,52,24,2025-09-01
ST01,SKU01854,428,78,33,2025-05-25
ST01,SKU03840,0,94,23,2025-10-03
ST27,SKU00823,0,20,5,2025-09-17
ST25,SKU02211,151,26,8,2025-06-12
ST03,SKU00237,554,99,38,2025-07-02
ST04,SKU03320,540,97,33,2025-08-27
ST02,SKU04442,472,99,40,2025-05-22
ST24,SKU04726,85,23,10,2025-05-09
ST10,SKU02842,332,70,17,2025-08-04
ST25,SKU01164,0,82,24,2025-08-08
ST27,SKU01762,306,66,21,2025-07-09
ST06,SKU02871,399,98,25,2025-07-22
ST26,SKU00342,235,42,21,2025-05-12
ST17,SKU02737,0,71,26,2025-10-05
ST20,SKU00002,0,63,18,2025-09-15
ST27,SKU02930,0,50,16,2025-09-15
ST13,SKU01046,225,54,15,2025-08-13
ST18,SKU03376,403,71,35,2025-07-17
ST23,SKU03454,75,22,10,2025-06-08
ST07,SKU02692,0,24,7,2025-10-08
ST02,SKU04334,323,80,35,2025-06-29
ST24,SKU04847,0,44,18,2025-09-14
ST17,SKU03905,157,27,13,2025-08-23
ST05,SKU04605,216,71,19,2025-08-30
ST27,SKU02112,171,33,8,2025-05-28
ST21,SKU01580,501,94,37,2025-08-29
ST14,SKU00638,183,51,22,2025-08-26
ST12,SKU04729,157,30,7,2025-08-12
ST29,SKU04144,327,85,34,2025-06-17
ST12,SKU02514,307,65,29,2025-07-30
ST22,SKU00987,382,99,38,2025-05-16
ST13,SKU01167,128,26,10,2025-08-06
ST30,SKU04783,0,72,28,2025-08-22
ST04,SKU03562,294,95,39,2025-07-10
ST02,SKU00254,0,76,33,2025-09-05
ST12,SKU01696,195,53,20,2025-07-31
ST05,SKU04955,139,44,14,2025-08-03
ST05,SKU04726,356,93,27,2025-08-26
ST20,SKU03277,77,21,7,2025-06-01
ST18,SKU04665,148,37,10,2025-08-07
ST25,SKU03621,291,50,21,2025-08-13
ST07,SKU01766,369,97,24,2025-07-30
ST12,SKU00649,377,96,46,2025-07-06
