date,store_id,sku_id,units_sold,revenue,unit_price,promotion
2025-02-02,ST08,SKU00467,30,90.38,3.01,0
2025-02-02,ST08,SKU00468,12,100.74,8.4,0
2025-02-02,ST09,SKU00469,15,152.95,10.2,0
2025-02-02,ST09,SKU00470,20,50.55,2.53,0
2025-02-02,ST10,SKU00471,25,344.74,13.79,0
2025-02-02,ST10,SKU00472,8,342.83,42.85,0
2025-02-03,ST01,SKU00473,30,111.63,3.72,0
2025-02-03,ST01,SKU00474,12,660.82,55.07,1
2025-02-03,ST02,SKU00475,15,217.56,14.5,0
2025-02-03,ST02,SKU00476,20,268.31,13.42,0
2025-02-03,ST03,SKU00477,25,1346.77,53.87,0
2025-02-03,ST03,SKU00478,8,212.18,26.52,0
2025-02-03,ST04,SKU00479,30,180.8,6.03,0
2025-02-03,ST04,SKU00480,12,179.04,14.92,0
2025-02-03,ST05,SKU00481,15,50.23,3.35,0
2025-02-03,ST05,SKU00482,20,2425.84,121.29,0
2025-02-03,ST06,SKU00483,25,209.96,8.4,1
2025-02-03,ST06,SKU00484,8,179.04,22.38,0
2025-02-03,ST07,SKU00485,30,478.26,39.52,0
2025-02-03,ST07,SKU00486,12,2711.05,225.92,0
2025-02-03,ST08,SKU00487,15,209.96,13.99,0
2025-02-03,ST08,SKU00488,20,289.84,14.49,0
2025-02-03,ST09,SKU00489,25,4490.7,179.63,0
2025-02-03,ST09,SKU00490,8,1823.85,227.98,0
2025-02-03,ST10,SKU00491,30,1506.33,100.42,0
2025-02-03,ST10,SKU00492,12,1126.69,93.89,0
2025-02-04,ST01,SKU00493,15,391.9,26.13,0
2025-02-04,ST01,SKU00494,20,320.97,16.05,1
2025-02-04,ST02,SKU00495,25,1685.32,67.41,0
2025-02-04,ST02,SKU00496,8,313.44,39.18,0
2025-02-04,ST03,SKU00497,30,399.27,13.31,0
2025-02-04,ST03,SKU00498,12,564.17,47.01,0
2025-02-04,ST04,SKU00499,15,110.32,7.35,0
2025-02-04,ST04,SKU00500,20,1264.58,63.23,0
2025-02-04,ST05,SKU00501,25,399.18,15.97,0
2025-02-04,ST05,SKU00502,8,898.08,112.26,0
2025-02-04,ST06,SKU00503,30,114.18,3.81,1
2025-02-04,ST06,SKU00504,12,1466.31,122.19,0
2025-02-04,ST07,SKU00505,15,353.96,23.6,0
2025-02-04,ST07,SKU00506,20,319.73,15.99,0
2025-02-04,ST08,SKU00507,25,1588.92,63.56,0
2025-02-04,ST08,SKU00508,8,567.86,70.98,0
2025-02-04,ST09,SKU00509,30,238.23,7.94,0
2025-02-04,ST09,SKU00510,12,208.61,17.38,0
2025-02-04,ST10,SKU00511,15,172.85,11.52,0
2025-02-04,ST10,SKU00512,20,2201.13,110.06,0
2025-02-05,ST01,SKU00513,25,878.1,35.12,0
2025-02-05,ST01,SKU00514,8,140.49,17.56,1
2025-02-05,ST02,SKU00515,30,445.26,14.84,0
2025-02-05,ST02,SKU00516,12,823.25,68.6,0
2025-02-05,ST03,SKU00517,15,267.35,17.82,0
2025-02-05,ST03,SKU00518,20,898.08,44.9,0
2025-02-05,ST04,SKU00519,25,399.18,15.97,0
2025-02-05,ST04,SKU00520,8,567.86,70.98,0
2025-02-05,ST05,SKU00521,30,238.23,7.94,0
2025-02-05,ST05,SKU00522,12,208.61,17.38,0
2025-02-05,ST06,SKU00523,15,172.85,11.52,1
2025-02-05,ST06,SKU00524,20,2201.13,110.06,0
2025-02-05,ST07,SKU00525,25,878.1,35.12,0
2025-02-05,ST07,SKU00526,8,140.49,17.56,0
2025-02-05,ST08,SKU00527,30,445.26,14.84,0
2025-02-05,ST08,SKU00528,12,823.25,68.6,0
2025-02-05,ST09,SKU00529,15,267.35,17.82,0
2025-02-05,ST09,SKU00530,20,898.08,44.9,0
2025-02-05,ST10,SKU00531,25,399.18,15.97,0
2025-02-05,ST10,SKU00532,8,567.86,70.98,0
2025-02-06,ST01,SKU00533,30,238.23,7.94,0
2025-02-06,ST01,SKU00534,12,208.61,17.38,1
2025-02-06,ST02,SKU00535,15,172.85,11.52,0
2025-02-06,ST02,SKU00536,20,2201.13,110.06,0
2025-02-06,ST03,SKU00537,25,878.1,35.12,0
2025-02-06,ST03,SKU00538,8,140.49,17.56,0
2025-02-06,ST04,SKU00539,30,445.26,14.84,0
2025-02-06,ST04,SKU00540,12,823.25,68.6,0
2025-02-06,ST05,SKU00541,15,267.35,17.82,0
2025-02-06,ST05,SKU00542,20,898.08,44.9,0
2025-02-06,ST06,SKU00543,25,399.18,15.97,1
2025-02-06,ST06,SKU00544,8,567.86,70.98,0
2025-02-06,ST07,SKU00545,30,238.23,7.94,0
2025-02-06,ST07,SKU00546,12,208.61,17.38,0
2025-02-06,ST08,SKU00547,15,172.85,11.52,0
2025-02-06,ST08,SKU00548,20,2201.13,110.06,0
2025-02-06,ST09,SKU00549,25,878.1,35.12,0
2025-02-06,ST09,SKU00550,8,140.49,17.56,0
2025-02-06,ST10,SKU00551,30,445.26,14.84,0
2025-02-06,ST10,SKU00552,12,823.25,68.6,0
2025-02-07,ST01,SKU00553,15,267.35,17.82,0
2025-02-07,ST01,SKU00554,20,898.08,44.9,1
2025-02-07,ST02,SKU00555,25,399.18,15.97,0
2025-02-07,ST02,SKU00556,8,567.86,70.98,0
2025-02-07,ST03,SKU00557,30,238.23,7.94,0
2025-02-07,ST03,SKU00558,12,208.61,17.38,0
2025-02-07,ST04,SKU00559,15,172.85,11.52,0
2025-02-07,ST04,SKU00560,20,2201.13,110.06,0
2025-02-07,ST05,SKU00561,25,878.1,35.12,0
2025-02-07,ST05,SKU00562,8,140.49,17.56,0
2025-02-07,ST06,SKU00563,30,445.26,14.84,1
2025-02-07,ST06,SKU00564,12,823.25,68.6,0
2025-02-07,ST07,SKU00565,15,267.35,17.82,0
2025-02-07,ST07,SKU00566,20,898.08,44.9,0
2025-02-07,ST08,SKU00567,25,399.18,15.97,0
2025-02-07,ST08,SKU00568,8,567.86,70.98,0
2025-02-07,ST09,SKU00569,30,238.23,7.94,0
2025-02-07,ST09,SKU00570,12,208.61,17.38,0
2025-02-07,ST10,SKU00571,15,172.85,11.52,0
2025-02-07,ST10,SKU00572,20,2201.13,110.06,0
2025-02-08,ST01,SKU00573,25,878.1,35.12,0
2025-02-08,ST01,SKU00574,8,140.49,17.56,1
2025-02-08,ST02,SKU00575,30,445.26,14.84,0
2025-02-08,ST02,SKU00576,12,823.25,68.6,0
2025-02-08,ST03,SKU00577,15,267.35,17.82,0
2025-02-08,ST03,SKU00578,20,898.08,44.9,0
2025-02-08,ST04,SKU00579,25,399.18,15.97,0
2025-02-08,ST04,SKU00580,8,567.86,70.98,0
2025-02-08,ST05,SKU00581,30,238.23,7.94,0
2025-02-08,ST05,SKU00582,12,208.61,17.38,0
2025-02-08,ST06,SKU00583,15,172.85,11.52,1
2025-02-08,ST06,SKU00584,20,2201.13,110.06,0
2025-02-08,ST07,SKU00585,25,878.1,35.12,0
2025-02-08,ST07,SKU00586,8,140.49,17.56,0
2025-02-08,ST08,SKU00587,30,445.26,14.84,0
2025-02-08,ST08,SKU00588,12,823.25,68.6,0
2025-02-08,ST09,SKU00589,15,267.35,17.82,0
2025-02-08,ST09,SKU00590,20,898.08,44.9,0
2025-02-08,ST10,SKU00591,25,399.18,15.97,0
2025-02-08,ST10,SKU00592,8,567.86,70.98,0
2025-02-09,ST01,SKU00593,30,238.23,7.94,0
2025-02-09,ST01,SKU00594,12,208.61,17.38,1
2025-02-09,ST02,SKU00595,15,172.85,11.52,0
2025-02-09,ST02,SKU00596,20,2201.13,110.06,0
2025-02-09,ST03,SKU00597,25,878.1,35.12,0
2025-02-09,ST03,SKU00598,8,140.49,17.56,0
2025-02-09,ST04,SKU00599,30,445.26,14.84,0
2025-02-09,ST04,SKU00600,12,823.25,68.6,0
2025-02-09,ST05,SKU00601,15,267.35,17.82,0
2025-02-09,ST05,SKU00602,20,898.08,44.9,0
2025-02-09,ST06,SKU00603,25,399.18,15.97,1
2025-02-09,ST06,SKU00604,8,567.86,70.98,0
2025-02-09,ST07,SKU00605,30,238.23,7.94,0
2025-02-09,ST07,SKU00606,12,208.61,17.38,0
2025-02-09,ST08,SKU00607,15,172.85,11.52,0
2025-02-09,ST08,SKU00608,20,2201.13,110.06,0
2025-02-09,ST09,SKU00609,25,878.1,35.12,0
2025-02-09,ST09,SKU00610,8,140.49,17.56,0
2025-02-09,ST10,SKU00611,30,445.26,14.84,0
2025-02-09,ST10,SKU00612,12,823.25,68.6,0
2025-02-10,ST01,SKU00613,15,267.35,17.82,0
2025-02-10,ST01,SKU00614,20,898.08,44.9,1
2025-02-10,ST02,SKU00615,25,399.18,15.97,0
2025-02-10,ST02,SKU00616,8,567.86,70.98,0
2025-02-10,ST03,SKU00617,30,238.23,7.94,0
2025-02-10,ST03,SKU00618,12,208.61,17.38,0
2025-02-10,ST04,SKU00619,15,172.85,11.52,0
2025-02-10,ST04,SKU00620,20,2201.13,110.06,0
2025-02-10,ST05,SKU00621,25,878.1,35.12,0
2025-02-10,ST05,SKU00622,8,140.49,17.56,0
2025-02-10,ST06,SKU00623,30,445.26,14.84,1
2025-02-10,ST06,SKU00624,12,823.25,68.6,0
2025-02-10,ST07,SKU00625,15,267.35,17.82,0
2025-02-10,ST07,SKU00626,20,898.08,44.9,0
2025-02-10,ST08,SKU00627,25,399.18,15.97,0
2025-02-10,ST08,SKU00628,8,567.86,70.98,0
2025-02-10,ST09,SKU00629,30,238.23,7.94,0
2025-02-10,ST09,SKU00630,12,208.61,17.38,0
2025-02-10,ST10,SKU00631,15,172.85,11.52,0
2025-02-10,ST10,SKU00632,20,2201.13,110.06,0
2025-02-11,ST01,SKU00633,25,878.1,35.12,0
2025-02-11,ST01,SKU00634,8,140.49,17.56,1
2025-02-11,ST02,SKU00635,30,445.26,14.84,0
2025-02-11,ST02,SKU00636,12,823.25,68.6,0
2025-02-11,ST03,SKU00637,15,267.35,17.82,0
2025-02-11,ST03,SKU00638,20,898.08,44.9,0
2025-02-11,ST04,SKU00639,25,399.18,15.97,0
2025-02-11,ST04,SKU00640,8,567.86,70.98,0
2025-02-11,ST05,SKU00641,30,238.23,7.94,0
2025-02-11,ST05,SKU00642,12,208.61,17.38,0
2025-02-11,ST06,SKU00643,15,172.85,11.52,1
2025-02-11,ST06,SKU00644,20,2201.13,110.06,0
2025-02-11,ST07,SKU00645,25,878.1,35.12,0
2025-02-11,ST07,SKU00646,8,140.49,17.56,0
2025-02-11,ST08,SKU00647,30,445.26,14.84,0
2025-02-11,ST08,SKU00648,12,823.25,68.6,0
2025-02-11,ST09,SKU00649,15,267.35,17.82,0
2025-02-11,ST09,SKU00650,20,898.08,44.9,0
2025-02-11,ST10,SKU00651,25,399.18,15.97,0
2025-02-11,ST10,SKU00652,8,567.86,70.98,0
2025-02-12,ST01,SKU00653,30,238.23,7.94,0
2025-02-12,ST01,SKU00654,12,208.61,17.38,1
2025-02-12,ST02,SKU00655,15,172.85,11.52,0
2025-02-12,ST02,SKU00656,20,2201.13,110.06,0
2025-02-12,ST03,SKU00657,25,878.1,35.12,0
2025-02-12,ST03,SKU00658,8,140.49,17.56,0
2025-02-12,ST04,SKU00659,30,445.26,14.84,0
2025-02-12,ST04,SKU00660,12,823.25,68.6,0
2025-02-12,ST05,SKU00661,15,267.35,17.82,0
2025-02-12,ST05,SKU00662,20,898.08,44.9,0
2025-02-12,ST06,SKU00663,25,399.18,15.97,1
2025-02-12,ST06,SKU00664,8,567.86,70.98,0
2025-02-12,ST07,SKU00665,30,238.23,7.94,0
2025-02-12,ST07,SKU00666,12,208.61,17.38,0
2025-02-12,ST08,SKU00667,15,172.85,11.52,0
2025-02-12,ST08,SKU00668,20,2201.13,110.06,0
2025-02-12,ST09,SKU00669,25,878.1,35.12,0
2025-02-12,ST09,SKU00670,8,140.49,17.56,0
2025-02-12,ST10,SKU00671,30,445.26,14.84,0
2025-02-12,ST10,SKU00672,12,823.25,68.6,0
2025-02-13,ST01,SKU00673,15,267.35,17.82,0
2025-02-13,ST01,SKU00674,20,898.08,44.9,1
2025-02-13,ST02,SKU00675,25,399.18,15.97,0
2025-02-13,ST02,SKU00676,8,567.86,70.98,0
2025-02-13,ST03,SKU00677,30,238.23,7.94,0
2025-02-13,ST03,SKU00678,12,208.61,17.38,0
2025-02-13,ST04,SKU00679,15,172.85,11.52,0
2025-02-13,ST04,SKU00680,20,2201.13,110.06,0
2025-02-13,ST05,SKU00681,25,878.1,35.12,0
2025-02-13,ST05,SKU00682,8,140.49,17.56,0
2025-02-13,ST06,SKU00683,30,445.26,14.84,1
2025-02-13,ST06,SKU00684,12,823.25,68.6,0
2025-02-13,ST07,SKU00685,15,267.35,17.82,0
2025-02-13,ST07,SKU00686,20,898.08,44.9,0
2025-02-13,ST08,SKU00687,25,399.18,15.97,0
2025-02-13,ST08,SKU00688,8,567.86,70.98,0
2025-02-13,ST09,SKU00689,30,238.23,7.94,0
2025-02-13,ST09,SKU00690,12,208.61,17.38,0
2025-02-13,ST10,SKU00691,15,172.85,11.52,0
2025-02-13,ST10,SKU00692,20,2201.13,110.06,0
2025-02-14,ST01,SKU00693,25,878.1,35.12,0
2025-02-14,ST01,SKU00694,8,140.49,17.56,1
2025-02-14,ST02,SKU00695,30,445.26,14.84,0
2025-02-14,ST02,SKU00696,12,823.25,68.6,0
2025-02-14,ST03,SKU00697,15,267.35,17.82,0
2025-02-14,ST03,SKU00698,20,898.08,44.9,0
2025-02-14,ST04,SKU00699,25,399.18,15.97,0
2025-02-14,ST04,SKU00700,8,567.86,70.98,0
2025-02-14,ST05,SKU00701,30,238.23,7.94,0
2025-02-14,ST05,SKU00702,12,208.61,17.38,0
2025-02-14,ST06,SKU00703,15,172.85,11.52,1
2025-02-14,ST06,SKU00704,20,2201.13,110.06,0
2025-02-14,ST07,SKU00705,25,878.1,35.12,0
2025-02-14,ST07,SKU00706,8,140.49,17.56,0
2025-02-14,ST08,SKU00707,30,445.26,14.84,0
2025-02-14,ST08,SKU00708,12,823.25,68.6,0
2025-02-14,ST09,SKU00709,15,267.35,17.82,0
2025-02-14,ST09,SKU00710,20,898.08,44.9,0
2025-02-14,ST10,SKU00711,25,399.18,15.97,0
2025-02-14,ST10,SKU00712,8,567.86,70.98,0
2025-02-15,ST01,SKU00713,30,238.23,7.94,0
2025-02-15,ST01,SKU00714,12,208.61,17.38,1
2025-02-15,ST02,SKU00715,15,172.85,11.52,0
2025-02-15,ST02,SKU00716,20,2201.13,110.06,0
2025-02-15,ST03,SKU00717,25,878.1,35.12,0
2025-02-15,ST03,SKU00718,8,140.49,17.56,0
2025-02-15,ST04,SKU00719,30,445.26,14.84,0
2025-02-15,ST04,SKU00720,12,823.25,68.6,0
2025-02-15,ST05,SKU00721,15,267.35,17.82,0
2025-02-15,ST05,SKU00722,20,898.08,44.9,0
2025-02-15,ST06,SKU00723,25,399.18,15.97,1
2025-02-15,ST06,SKU00724,8,567.86,70.98,0
2025-02-15,ST07,SKU00725,30,238.23,7.94,0
2025-02-15,ST07,SKU00726,12,208.61,17.38,0
2025-02-15,ST08,SKU00727,15,172.85,11.52,0
2025-02-15,ST08,SKU00728,20,2201.13,110.06,0
2025-02-15,ST09,SKU00729,25,878.1,35.12,0
2025-02-15,ST09,SKU00730,8,140.49,17.56,0
2025-02-15,ST10,SKU00731,30,445.26,14.84,0
2025-02-15,ST10,SKU00732,12,823.25,68.6,0
2025-02-16,ST01,SKU00733,15,267.35,17.82,0
2025-02-16,ST01,SKU00734,20,898.08,44.9,1
2025-02-16,ST02,SKU00735,25,399.18,15.97,0
2025-02-16,ST02,SKU00736,8,567.86,70.98,0
2025-02-16,ST03,SKU00737,30,238.23,7.94,0
2025-02-16,ST03,SKU00738,12,208.61,17.38,0
2025-02-16,ST04,SKU00739,15,172.85,11.52,0
2025-02-16,ST04,SKU00740,20,2201.13,110.06,0
2025-02-16,ST05,SKU00741,25,878.1,35.12,0
2025-02-16,ST05,SKU00742,8,140.49,17.56,0
2025-02-16,ST06,SKU00743,30,445.26,14.84,1
2025-02-16,ST06,SKU00744,12,823.25,68.6,0
2025-02-16,ST07,SKU00745,15,267.35,17.82,0
2025-02-16,ST07,SKU00746,20,898.08,44.9,0
2025-02-16,ST08,SKU00747,25,399.18,15.97,0
2025-02-16,ST08,SKU00748,8,567.86,70.98,0
2025-02-16,ST09,SKU00749,30,238.23,7.94,0
2025-02-16,ST09,SKU00750,12,208.61,17.38,0
2025-02-16,ST10,SKU00751,15,172.85,11.52,0
2025-02-16,ST10,SKU00752,20,2201.13,110.06,0
2025-02-17,ST01,SKU00753,25,878.1,35.12,0
2025-02-17,ST01,SKU00754,8,140.49,17.56,1
2025-02-17,ST02,SKU00755,30,445.26,14.84,0
2025-02-17,ST02,SKU00756,12,823.25,68.6,0
2025-02-17,ST03,SKU00757,15,267.35,17.82,0
2025-02-17,ST03,SKU00758,20,898.08,44.9,0
2025-02-17,ST04,SKU00759,25,399.18,15.97,0
2025-02-17,ST04,SKU00760,8,567.86,70.98,0
2025-02-17,ST05,SKU00761,30,238.23,7.94,0
2025-02-17,ST05,SKU00762,12,208.61,17.38,0
2025-02-17,ST06,SKU00763,15,172.85,11.52,1
2025-02-17,ST06,SKU00764,20,2201.13,110.06,0
2025-02-17,ST07,SKU00765,25,878.1,35.12,0
2025-02-17,ST07,SKU00766,8,140.49,17.56,0
2025-02-17,ST08,SKU00767,30,445.26,14.84,0
2025-02-17,ST08,SKU00768,12,823.25,68.6,0
2025-02-17,ST09,SKU00769,15,267.35,17.82,0
2025-02-17,ST09,SKU00770,20,898.08,44.9,0
2025-02-17,ST10,SKU00771,25,399.18,15.97,0
2025-02-17,ST10,SKU00772,8,567.86,70.98,0
2025-02-18,ST01,SKU00773,30,238.23,7.94,0
2025-02-18,ST01,SKU00774,12,208.61,17.38,1
2025-02-18,ST02,SKU00775,15,172.85,11.52,0
2025-02-18,ST02,SKU00776,20,2201.13,110.06,0
2025-02-18,ST03,SKU00777,25,878.1,35.12,0
2025-02-18,ST03,SKU00778,8,140.49,17.56,0
2025-02-18,ST04,SKU00779,30,445.26,14.84,0
2025-02-18,ST04,SKU00780,12,823.25,68.6,0
2025-02-18,ST05,SKU00781,15,267.35,17.82,0
2025-02-18,ST05,SKU00782,20,898.08,44.9,0
2025-02-18,ST06,SKU00783,25,399.18,15.97,1
2025-02-18,ST06,SKU00784,8,567.86,70.98,0
2025-02-18,ST07,SKU00785,30,238.23,7.94,0
2025-02-18,ST07,SKU00786,12,208.61,17.38,0
2025-02-18,ST08,SKU00787,15,172.85,11.52,0
2025-02-18,ST08,SKU00788,20,2201.13,110.06,0
2025-02-18,ST09,SKU00789,25,878.1,35.12,0
2025-02-18,ST09,SKU00790,8,140.49,17.56,0
2025-02-18,ST10,SKU00791,30,445.26,14.84,0
2025-02-18,ST10,SKU00792,12,823.25,68.6,0
2025-02-19,ST01,SKU00793,15,267.35,17.82,0
2025-02-19,ST01,SKU00794,20,898.08,44.9,1
2025-02-19,ST02,SKU00795,25,399.18,15.97,0
2025-02-19,ST02,SKU00796,8,567.86,70.98,0
2025-02-19,ST03,SKU00797,30,238.23,7.94,0
2025-02-19,ST03,SKU00798,12,208.61,17.38,0
2025-02-19,ST04,SKU00799,15,172.85,11.52,0
2025-02-19,ST04,SKU00800,20,2201.13,110.06,0
2025-02-19,ST05,SKU00801,25,878.1,35.12,0
2025-02-19,ST05,SKU00802,8,140.49,17.56,0
2025-02-19,ST06,SKU00803,30,445.26,14.84,1
2025-02-19,ST06,SKU00804,12,823.25,68.6,0
2025-02-19,ST07,SKU00805,15,267.35,17.82,0
2025-02-19,ST07,SKU00806,20,898.08,44.9,0
2025-02-19,ST08,SKU00807,25,399.18,15.97,0
2025-02-19,ST08,SKU00808,8,567.86,70.98,0
2025-02-19,ST09,SKU00809,30,238.23,7.94,0
2025-02-19,ST09,SKU00810,12,208.61,17.38,0
2025-02-19,ST10,SKU00811,15,172.85,11.52,0
2025-02-19,ST10,SKU00812,20,2201.13,110.06,0
2025-02-20,ST01,SKU00813,25,878.1,35.12,0
2025-02-20,ST01,SKU00814,8,140.49,17.56,1
2025-02-20,ST02,SKU00815,30,445.26,14.84,0
2025-02-20,ST02,SKU00816,12,823.25,68.6,0
2025-02-20,ST03,SKU00817,15,267.35,17.82,0
2025-02-20,ST03,SKU00818,20,898.08,44.9,0
2025-02-20,ST04,SKU00819,25,399.18,15.97,0
2025-02-20,ST04,SKU00820,8,567.86,70.98,0
2025-02-20,ST05,SKU00821,30,238.23,7.94,0
2025-02-20,ST05,SKU00822,12,208.61,17.38,0
2025-02-20,ST06,SKU00823,15,172.85,11.52,1
2025-02-20,ST06,SKU00824,20,2201.13,110.06,0
2025-02-20,ST07,SKU00825,25,878.1,35.12,0
2025-02-20,ST07,SKU00826,8,140.49,17.56,0
2025-02-20,ST08,SKU00827,30,445.26,14.84,0
2025-02-20,ST08,SKU00828,12,823.25,68.6,0
2025-02-20,ST09,SKU00829,15,267.35,17.82,0
2025-02-20,ST09,SKU00830,20,898.08,44.9,0
2025-02-20,ST10,SKU00831,25,399.18,15.97,0
2025-02-20,ST10,SKU00832,8,567.86,70.98,0
2025-02-21,ST01,SKU00833,30,238.23,7.94,0
2025-02-21,ST01,SKU00834,12,208.61,17.38,1
2025-02-21,ST02,SKU00835,15,172.85,11.52,0
2025-02-21,ST02,SKU00836,20,2201.13,110.06,0
2025-02-21,ST03,SKU00837,25,878.1,35.12,0
2025-02-21,ST03,SKU00838,8,140.49,17.56,0
2025-02-21,ST04,SKU00839,30,445.26,14.84,0
2025-02-21,ST04,SKU00840,12,823.25,68.6,0
2025-02-21,ST05,SKU00841,15,267.35,17.82,0
2025-02-21,ST05,SKU00842,20,898.08,44.9,0
2025-02-21,ST06,SKU00843,25,399.18,15.97,1
2025-02-21,ST06,SKU00844,8,567.86,70.98,0
2025-02-21,ST07,SKU00845,30,238.23,7.94,0
2025-02-21,ST07,SKU00846,12,208.61,17.38,0
2025-02-21,ST08,SKU00847,15,172.85,11.52,0
2025-02-21,ST08,SKU00848,20,2201.13,110.06,0
2025-02-21,ST09,SKU00849,25,878.1,35.12,0
2025-02-21,ST09,SKU00850,8,140.49,17.56,0
2025-02-21,ST10,SKU00851,30,445.26,14.84,0
2025-02-21,ST10,SKU00852,12,823.25,68.6,0
2025-02-22,ST01,SKU00853,15,267.35,17.82,0
2025-02-22,ST01,SKU00854,20,898.08,44.9,1
2025-02-22,ST02,SKU00855,25,399.18,15.97,0
2025-02-22,ST02,SKU00856,8,567.86,70.98,0
2025-02-22,ST03,SKU00857,30,238.23,7.94,0
2025-02-22,ST03,SKU00858,12,208.61,17.38,0
2025-02-22,ST04,SKU00859,15,172.85,11.52,0
2025-02-22,ST04,SKU00860,20,2201.13,110.06,0
2025-02-22,ST05,SKU00861,25,878.1,35.12,0
2025-02-22,ST05,SKU00862,8,140.49,17.56,0
2025-02-22,ST06,SKU00863,30,445.26,14.84,1
2025-02-22,ST06,SKU00864,12,823.25,68.6,0
2025-02-22,ST07,SKU00865,15,267.35,17.82,0
2025-02-22,ST07,SKU00866,20,898.08,44.9,0
2025-02-22,ST08,SKU00867,25,399.18,15.97,0
2025-02-22,ST08,SKU00868,8,567.86,70.98,0
2025-02-22,ST09,SKU00869,30,238.23,7.94,0
2025-02-22,ST09,SKU00870,12,208.61,17.38,0
2025-02-22,ST10,SKU00871,15,172.85,11.52,0
2025-02-22,ST10,SKU00872,20,2201.13,110.06,0
2025-02-23,ST01,SKU00873,25,878.1,35.12,0
2025-02-23,ST01,SKU00874,8,140.49,17.56,1
2025-02-23,ST02,SKU00875,30,445.26,14.84,0
2025-02-23,ST02,SKU00876,12,823.25,68.6,0
2025-02-23,ST03,SKU00877,15,267.35,17.82,0
2025-02-23,ST03,SKU00878,20,898.08,44.9,0
2025-02-23,ST04,SKU00879,25,399.18,15.97,0
2025-02-23,ST04,SKU00880,8,567.86,70.98,0
2025-02-23,ST05,SKU00881,30,238.23,7.94,0
2025-02-23,ST05,SKU00882,12,208.61,17.38,0
2025-02-23,ST06,SKU00883,15,172.85,11.52,1
2025-02-23,ST06,SKU00884,20,2201.13,110.06,0
2025-02-23,ST07,SKU00885,25,878.1,35.12,0
2025-02-23,ST07,SKU00886,8,140.49,17.56,0
2025-02-23,ST08,SKU00887,30,445.26,14.84,0
2025-02-23,ST08,SKU00888,12,823.25,68.6,0
2025-02-23,ST09,SKU00889,15,267.35,17.82,0
2025-02-23,ST09,SKU00890,20,898.08,44.9,0
2025-02-23,ST10,SKU00891,25,399.18,15.97,0
2025-02-23,ST10,SKU00892,8,567.86,70.98,0
2025-02-24,ST01,SKU00893,30,238.23,7.94,0
2025-02-24,ST01,SKU00894,12,208.61,17.38,1
2025-02-24,ST02,SKU00895,15,172.85,11.52,0
2025-02-24,ST02,SKU00896,20,2201.13,110.06,0
2025-02-24,ST03,SKU00897,25,878.1,35.12,0
2025-02-24,ST03,SKU00898,8,140.49,17.56,0
2025-02-24,ST04,SKU00899,30,445.26,14.84,0
2025-02-24,ST04,SKU00900,12,823.25,68.6,0
2025-02-24,ST05,SKU00901,15,267.35,17.82,0
2025-02-24,ST05,SKU00902,20,898.08,44.9,0
2025-02-24,ST06,SKU00903,25,399.18,15.97,1
2025-02-24,ST06,SKU00904,8,567.86,70.98,0
2025-02-24,ST07,SKU00905,30,238.23,7.94,0
2025-02-24,ST07,SKU00906,12,208.61,17.38,0
2025-02-24,ST08,SKU00907,15,172.85,11.52,0
2025-02-24,ST08,SKU00908,20,2201.13,110.06,0
2025-02-24,ST09,SKU00909,25,878.1,35.12,0
2025-02-24,ST09,SKU00910,8,140.49,17.56,0
2025-02-24,ST10,SKU00911,30,445.26,14.84,0
2025-02-24,ST10,SKU00912,12,823.25,68.6,0
2025-02-25,ST01,SKU00913,15,267.35,17.82,0
2025-02-25,ST01,SKU00914,20,898.08,44.9,1
2025-02-25,ST02,SKU00915,25,399.18,15.97,0
2025-02-25,ST02,SKU00916,8,567.86,70.98,0
2025-02-25,ST03,SKU00917,30,238.23,7.94,0
2025-02-25,ST03,SKU00918,12,208.61,17.38,0
2025-02-25,ST04,SKU00919,15,172.85,11.52,0
2025-02-25,ST04,SKU00920,20,2201.13,110.06,0
2025-02-25,ST05,SKU00921,25,878.1,35.12,0
2025-02-25,ST05,SKU00922,8,140.49,17.56,0
2025-02-25,ST06,SKU00923,30,445.26,14.84,1
2025-02-25,ST06,SKU00924,12,823.25,68.6,0
2025-02-25,ST07,SKU00925,15,267.35,17.82,0
2025-02-25,ST07,SKU00926,20,898.08,44.9,0
2025-02-25,ST08,SKU00927,25,399.18,15.97,0
2025-02-25,ST08,SKU00928,8,567.86,70.98,0
2025-02-25,ST09,SKU00929,30,238.23,7.94,0
2025-02-25,ST09,SKU00930,12,208.61,17.38,0
2025-02-25,ST10,SKU00931,15,172.85,11.52,0
2025-02-25,ST10,SKU00932,20,2201.13,110.06,0
2025-02-26,ST01,SKU00933,25,878.1,35.12,0
2025-02-26,ST01,SKU00934,8,140.49,17.56,1
2025-02-26,ST02,SKU00935,30,445.26,14.84,0
2025-02-26,ST02,SKU00936,12,823.25,68.6,0
2025-02-26,ST03,SKU00937,15,267.35,17.82,0
2025-02-26,ST03,SKU00938,20,898.08,44.9,0
2025-02-26,ST04,SKU00939,25,399.18,15.97,0
2025-02-26,ST04,SKU00940,8,567.86,70.98,0
2025-02-26,ST05,SKU00941,30,238.23,7.94,0
2025-02-26,ST05,SKU00942,12,208.61,17.38,0
2025-02-26,ST06,SKU00943,15,172.85,11.52,1
2025-02-26,ST06,SKU00944,20,2201.13,110.06,0
2025-02-26,ST07,SKU00945,25,878.1,35.12,0
2025-02-26,ST07,SKU00946,8,140.49,17.56,0
